cd89eb10-216c-4c17-a48b-a209a26eff13,12
4fda6c80-5c01-48db-87ff-d9ce6028dad8,1
0202175d-cce0-448d-bb49-4b3e4074d4a3,1
873b710a-e718-48b0-9cdb-e2e53a45c1af,1
fcc007bd-f415-4277-a985-d92e7078f6c8,6
26917ca6-d21c-40f3-8013-273d5c8d3578,10
a08848eb-98d5-4ca6-9d75-a6d3e42f81a4,5
fa62a789-b88e-4009-b5b3-0d2d3f5f0303,26
d296f2cc-5ba6-41ea-9dea-890646fc3b73,19
37fc42a6-01bb-49c9-8d32-ef71a1800b35,15
47255d28-e7a5-423f-b0c5-a3218d32c8fd,21
b28fbc8b-c9b2-4db1-afb9-da8ffb03bedf,2
72191306-1e7e-43bd-b22a-21af01523e47,6
c802a565-6de1-48b5-933a-c1a34bcd3aaa,1
633e4670-93d7-492a-9e87-8b609df6da79,4
27507b72-4dc3-4aeb-a2b2-a0a8164c8950,32
41ec6fe6-b770-4e34-90cb-c64867aad55a,3
32d6c5c3-d6d3-43f8-abcb-d4e015db007d,1
fb9a5725-5989-4235-89ee-e4d3c223461a,5
c6ee0c57-d5c9-439a-97d8-530a6030e0db,1
c9dad7aa-fe4f-4d30-9fe4-0ddc5e318299,1
27930357-2815-4900-a2e3-7f4ef6d84b13,1
ad56a985-515e-4e55-9ead-0e8ac5d640ed,6
22c4798c-fae4-45b6-8196-23cb67a29b4e,1
29626305-b91a-4377-89f6-1da5e3ade14d,1
7782373f-f1ef-41bf-bf5c-4adf1c8ca371,16
7f3d228e-8431-4c0d-a39b-fab38c808d3b,5
336b35b3-249f-4f61-9230-80e997c8c57c,2
170a1c67-f6a2-4900-b448-081e36980faa,7
24fdf1e8-afce-4207-8e5d-d98dc128bc82,1
2cd7ee0f-da68-45fa-a495-e88b73bf78a1,1
19608767-027d-4261-b541-4e2d8aa161bf,1
5e5a52a8-5b5b-4cfd-8871-9090f6b699d8,2
5aa6f90a-ab95-4196-94b1-47bb1dcf9bc6,16
005cfcb4-4d01-4158-a82b-885e7a172c77,26
faef028c-5563-435f-91b1-6f53b3cb51f7,2
49f576f0-10d8-4a4e-9101-26b2414f61df,1
d38eb412-29c9-412f-bbc3-37576195be5e,7
b06761fb-6e6c-45af-99e6-eec03828efe1,4
b2a62951-9b54-477b-8e69-b4665c50a593,9
46eec56f-221a-4d97-b628-c488ba744c49,7
98867836-6096-4c79-89f5-a70042d914c4,3
58167f8a-16aa-4a58-b85f-cdcaea58662d,7
d543f104-1021-4ae7-b2f8-cef2f5099d1f,5
6801fef7-22d3-43d2-9c1e-f447bf40b970,10
37452b41-a808-479b-a832-e2886ff94197,3
4f9da1ea-3e4c-42bc-baee-74b900eb0181,8
47a952aa-9233-47d7-9b6a-7e16b71ca24d,7
3dfa85de-8158-4f33-91ce-4d83e160b3f2,1
a7e89ba2-b77b-4b92-b966-1ff5988e422b,6
174c2cc5-1a5b-43eb-8854-709572dbc83c,1
0aebfe6a-3a53-4447-85b6-68b49644bfb1,4
a83c5c01-212d-4ad7-879a-3e992e4a5720,6
49d342df-1c59-4ecd-86ed-b7f857aed68f,8
499276e7-c00f-4ff3-b749-be0aa5c4994e,3
b5231918-997a-4aa2-b3b1-7364a9c4b2a0,4
030aff89-fec9-4fcb-b9d9-4302da47cab5,1
c2c3f2c3-92f8-484a-8e68-eaa754c4942f,5
ad4498d9-b4d9-415c-8d34-2091263201ec,1
dfb8a5ca-008f-4629-a203-dbe73f0cd2f0,14
65bb41b3-e309-4ce9-b16b-43f163d9b9ad,6
6b035a05-71c4-4a41-affa-1cf337d78c99,2
bac49ea4-b5e5-405c-a8fe-c24c5d9eb741,2
8af5f6e4-32f7-4141-a205-5562e32abac7,2
0b411240-083c-4680-9526-5714779fffca,4
cd2ab313-9f28-4fd7-884f-c6f7d7ac214d,12
09b6e98b-c624-4458-b94f-b18ade4e912a,10
7a301284-59ea-40e2-945c-7a1227933046,3
a3da3949-4957-49ad-a729-98823155ffad,9
87cdb914-b7ef-4439-973d-3dd4cf540724,1
278bd1b2-ae27-4180-bef6-1d83c41b806d,6
d990333e-0be9-4cf4-8c45-5e2943440643,3
335b7031-72b9-4c18-aec9-24c5f8d7cb2f,4
8c6c507c-b915-422a-84af-6af99eae87cd,1
76db6cc3-52d0-4f08-a383-d163914763bc,2
6f1492b2-fc90-4153-acc9-630ef13cd307,9
db0db648-01ff-4772-a177-ed3ec8195eff,5
8f3a8ed0-97d3-49a0-9485-b8a659730a3e,11
de72875c-fa78-4b25-8ad6-5e529273f3f4,3
034b75fe-9e58-4136-b9dc-966e9d09fc89,3
e65b9bc3-582f-44ed-9295-fe2c9868fbd6,2
d1118c53-edf3-453c-a52a-c8164146c8c3,42
71f0d69d-29d5-4340-a62e-f53116b31c6e,2
6511235a-7546-4177-9453-34c34418b245,10
a5031645-84ce-4334-b572-5fb5628dd988,20
089df741-5d54-4d9f-b4e9-0182f9bb0ee4,2
01c9c8e1-dd86-40d8-8d55-67f421a31569,11
fbdcbbe1-8103-47b9-85e1-713203ed25df,5
cffa9ea6-d3ee-48bd-8b03-1a07112de6a6,5
3ec4b1be-a52c-4a5d-82a2-c2963fc9a5bb,2
4546c1dd-6370-4edb-9026-51ce4633de15,4
99b56776-a18f-4a9f-beea-e4037a74e2f4,2
452b6702-f384-4d4d-8b9b-5e19150b085e,6
d3de66d8-bc7e-4d05-ad51-3487226e3760,7
80959a7f-46da-4e5e-b10c-935476b88e7a,1
1b15c45a-e4e8-42b4-8ca8-74adf8c36751,10
4515b4f4-4987-437b-adb8-d5ab5c1d8ee0,1
083c79a4-38a7-4bcd-811f-419a5147c9d6,9
708025e4-31a5-445b-becc-25066eca4725,2
a9c15455-6974-49d7-a2a5-67f730ce99eb,3
e3ecea33-40d3-492b-99e3-ddfe9fd04526,2
7f7b5a32-81ca-4005-be76-18222bf35b6b,5
5f19b7a7-8316-4218-b342-7cade0428603,5
4728f937-b0d9-4328-b201-bc4555fe6cd4,4
496109c7-6802-487f-aacf-9e3e6fce7e51,5
cb8cff43-9235-4360-9b53-ff341b2288cf,3
7212d74d-eca9-40ed-b6c7-618757f6e201,4
705a680f-d282-436a-ad18-c89594b20597,3
de0c4e51-5fd4-4160-8a14-b366ea32c182,5
3dcef0ae-2840-4816-b8b7-4830a00cd0ac,7
6d55b01c-c386-40ff-895f-ba08cbf2ba5e,13
6ec09624-2734-4acc-b298-10c179763bff,21
c346d1fc-b7dd-4b29-b5e7-da3ece3d3eab,2
0f4ca140-651f-49b5-a212-99f72a07f47e,3
844f52ca-35a3-4fab-b4d0-af401f26b8cf,14
fdc62b1f-596e-4604-b384-a5c1150b3d03,3
49eca079-350f-499b-8723-c3d51f18146b,4
756496f2-a76d-4454-89c5-5b8e71437f6a,7
3f5514cc-3d4a-48e4-aee7-115669737e0e,1
370da832-e5b0-4ccc-97fe-bf36d7fec0a1,2
38349fc2-361a-44ac-9149-157f72678e07,10
587f5c1c-d529-4dd4-a8e4-325523830c11,4
b92ede9a-ed4d-422f-996e-000a01498a90,5
2fecc53f-9f59-41b7-b169-11cd67abc655,6
84f74147-f48b-4487-b514-a649d7102b78,8
d05975ee-595a-496e-8c6e-98c8f95bdf56,8
33b1e413-2467-48ce-9d32-4a5fea62b707,3
bceda39a-26a8-4046-a642-af470389e9b9,13
3c5a2941-93ff-464d-a0e5-768151b74802,4
d7d64bbe-7de6-44c6-aacb-ef5cace77bce,4
7c3dbe5c-a57f-4e83-9837-fdb638562d14,3
4c72c961-8487-4950-84a6-08fb77651733,17
dc04c77a-1e1d-4509-a890-c3dcf8ae018c,2
51d2a824-5789-45e1-8550-0f0a74ccc04a,6
aff79a4f-86e7-4553-b194-023cd6cf662f,12
e99ada06-de41-47db-a099-ac77afc05e25,10
8131dc6d-588d-41b4-9575-4afd275fbae2,8
bb94321f-85a2-4419-bd2f-f665b3bfd70a,1
bf9a7b04-dfe0-46fd-8b79-703b27b1958e,9
cd1e0411-cae9-4d27-8ea6-9e60426f6b9a,1
cb2cbc19-f6c0-49fd-8922-a0a1130e6156,2
d749b1c9-4435-4e08-997c-4919ed3d68ff,31
a06c45e5-fbcf-4f50-89af-c7c0e16531e6,13
c4aef8b6-c660-4d97-99fa-34c2c94ed4d7,2
ad803a43-f9db-46f8-876c-09675131b503,2
9593a888-6d0c-4f3c-9f92-74530a99236e,4
3d7c1d9c-9e42-46b2-a2ac-a26f0c9d7107,4
d6fd747e-b0c2-4a6d-8af3-3ccddebd803b,1
dc25d931-405d-4cbc-b27b-4c3a6220dae4,3
bcfb307b-bf72-4241-95a5-8be72c467ea3,4
d05c436f-7de9-4114-b59a-52e91749f59f,12
f0d9422c-ead1-4e9a-ba1f-f22ca2997989,3
02c51f7c-89e0-46e6-bd08-0b91a1e87ed4,1
1b290d3f-d7cf-46f1-bc61-92537d6bc672,10
6bf231cb-467a-4b2a-adf8-ce8be9cd8c47,1
5bccb113-5ee0-4246-8b0f-0754e9a936e6,3
11c96877-2c07-42f1-9eb7-8f2a19639e30,2
d7abaa08-82ea-4bbf-adc5-8e23a8209a96,8
f355f9e7-f0e8-4385-9d4f-898527a845f6,1
bb7b5e76-1e80-4f56-9eb1-635ec8cd64d4,2
b09f0e3c-5a21-456f-a308-2434bef3d406,2
93835464-e787-47b0-be66-848e36caf8cf,10
98380745-d027-40d6-8e27-a995227fa52d,9
12e1eb41-f4e6-45c1-9a89-6386e75c0838,2
8627d095-4978-450a-93b6-f7540e1f6bc3,16
ee9a7c18-a90e-4ea3-8a09-b89925510b42,3
41d5b1b8-5603-4c50-b1d8-51ad45b5ad5c,1
3ff4c75f-6f4f-42a0-9df6-70155b23e054,3
ed8b8e28-ef70-455e-bbd5-53914abc2970,2
67c87947-b340-4574-a54d-f200fe6fb726,6
24017764-37de-4163-9f63-80d1997bd1ea,3
ef4826a7-3b0c-46c8-afd7-979e4c550fcd,3
84108d5b-5ef0-4bcb-a764-c0088a09de6c,8
751c8239-3d77-4099-a4b3-4581db17726a,34
161c3e69-c2f7-4866-89bb-427dc690b0e0,3
6ab0d256-976c-467f-b093-cc7161bc7ad9,5
2e83e6b6-fb46-4f1d-a435-4da5e2169342,2
b42f6cf3-47c2-458d-a1ce-1512e5b740ee,12
382224ae-7e53-4422-94fa-a8692222ecd2,11
1c714598-416c-4f71-ae89-9925ec62c8a5,1
e384f959-e6ab-4374-92db-3d8d5241c888,5
e236d258-63f9-4836-835c-7522234bc134,4
2add3ba8-0d61-4864-a6c4-8c15515643ec,2
b7ad024f-3dde-4b48-a864-698a32ff292f,1
c4114110-05cc-4f1f-8336-373c0475ef42,11
bfb41185-6148-41fe-8ebd-ef3c1dc52aee,4
c36d33b0-e05f-41db-a9c9-1a93a019e840,2
31ea1cf0-e651-4f9a-935e-f0d242c6ad89,1
0199944c-5b5f-497d-b4c9-f36d834d68ba,1
6b53bb20-9e91-4a38-b251-2b1b1534156e,11
d6350b32-b318-4fad-aa80-8749f3c70e68,31
31355968-5ad2-49fd-9659-218b7d72b847,9
3a549fde-730c-4f49-8c0a-a0ab00177af8,6
24ff0452-7331-4dfe-ad87-9fdb8e542085,2
342c92fa-fa40-4923-93fe-88c1c0ec97ca,3
e0c3660d-24a7-4b60-8734-e5e6470e93ab,18
b32285d6-891b-4981-b566-59c3ba079aca,1
0272d498-9062-48a1-b885-a3f01398ae8f,3
fd65f088-bab3-446e-a140-d2c30faf18ac,1
b0563598-0c82-4451-9f72-8a0158d743dd,2
6d147090-fcf9-4644-b1e0-9026f8a49dd3,7
b2ad4391-bc05-4240-b678-7c91b3cdb871,16
962d94f1-b2be-4c36-a8c4-4d92c7fb4e3b,18
e1023b49-939b-41b2-911f-2f2120d95e15,4
90d8ce91-4635-427a-8bad-cd39aa4f33e7,9
9a3ffb0c-f53b-4ffe-899e-4047d9d9f2ec,3
e04ec94b-ae80-4612-866f-3e35bacd37eb,3
51d3a28e-ae39-4182-820f-af300342e869,2
1d699853-d496-49ea-95bb-9e73e55f1483,9
c15c020e-5bec-4d53-9439-1cf5a6ccbd86,4
be464144-7f01-4f99-90df-502cd07d92b7,14
a9fa17fe-c159-42cf-a600-93cebc7fe672,11
e419f491-f5e8-4a44-a56f-98944560bca4,3
210d5d53-9edd-4285-b3fc-2453265f58ae,2
5ce96aa8-4c2f-4728-a802-ae027a17c55d,3
cf86ff78-521d-4689-bc62-57b6ea7f178c,14
3a9bf8f1-eef3-4ed6-801b-b2090b4d309e,16
224cfe98-3971-410d-8030-8f177036e734,33
2dcf6b33-d016-424f-9c67-e6fd57933b5f,5
01d01737-133c-4b31-a6e5-15c674baa464,14
4bceef49-4eee-47cf-bf10-77b3b7aa80b0,3
7acb1e11-f086-4273-b9aa-70a7d5d743fc,8
f352df52-228a-4129-80df-6532941bdc3f,14
fdbdcdaa-5fc3-49d4-932e-9e88c2c79bd6,1
65828915-0ea3-4133-b72c-b0cf3a1239b9,6
960684c2-9374-4a4e-8782-bb4e7ff2af83,12
774acdd8-f392-462e-bf82-8432c0fcc92f,6
a9b45503-4568-4404-8db0-e288ccbb46fc,3
8a486888-9020-4c72-8d5f-c8a0de98f5cc,3
dc6f9190-ebf6-43fa-be33-8e41fe474ddd,2
5590f39b-ac0c-422b-9ba7-7e4fcaeb3cd4,14
41551ae3-d79c-4cd9-8942-c89e84f5d566,6
d2a8156e-3e23-4c78-920a-ed1cad1955d9,1
7cedd04b-c732-4eaa-b7b9-6e8d5fc1f553,2
419e4713-559b-413c-aaec-c7f8766d0e78,4
fd38ea59-8b07-4ee3-8019-3b2adf7de14f,19
e7c9cccb-2392-4f1e-a78f-38030188f722,4
6ac9895f-49a2-4057-b6d7-f3263bc97dfb,9
fdf1b30b-5a7d-468e-975b-d43f7f031b07,2
c63f1e7e-72e0-4a63-bdfe-106787fc4b03,1
49828828-133f-43a6-88ae-7bd414c7a6da,6
2eff9806-4960-4905-b024-f8e4b25c0898,3
2a495749-4a40-4db1-987c-9d0def41293a,2
699fca2b-ea93-427c-810b-9ea7b7dc2434,1
44c4c566-62ca-49e7-8893-2d8445841c39,4
7b048375-d8a9-4e6c-99fc-2cb703aa6ba7,34
5b633f6f-370f-4420-8af0-95d225b18666,3
e25bb421-0965-46c7-b6b6-d1c2275e0b12,7
5082884b-c4c3-43b8-b7c8-20ebf64370fa,3
2760cc51-50e2-42a8-bd7b-340ef7acff50,5
334dacd5-3957-437e-8d8d-7eb393107a92,2
41f83065-4afe-4324-b890-e12b42ece8d4,1
3b2223e3-67be-4fa1-b97c-6f46a1cc4ab9,1
cb05a687-68c1-4f49-b609-0e203c88c1b4,3
53ea553e-252b-4db5-9f49-f3070f0b6240,7
da941f4b-1d2d-42cb-bbeb-4bb489dff538,7
d6470018-1a97-4650-a68f-d56225efd669,1
44478d7c-fe44-47ce-85ce-3a07275797c0,8
33a68689-0735-4d47-b6f5-53df967e289d,1
ad482dbc-2b2d-4d5c-bf67-f516a762b3e1,1
5f25df15-1109-4273-a49c-e3dd64e15c06,2
44d289d8-1ae8-443c-83db-d04277156501,10
3cd8c613-01f7-41ab-96e0-830f0760fdf0,3
38e6f978-c543-40d1-93d8-a1168b58f07e,2
46a75345-8a58-456b-9ef2-bf6dce9902fd,7
a7fbaaa4-24e7-4c49-8e5e-699d17eb6213,2
ae00e501-34a3-4fa9-a90d-c090d6c41d48,21
4bebc7a0-2ef5-4ba7-927a-a2a65c235c51,5
2aa15a27-a129-4f31-b4e0-11823a7f714b,4
1dd9ca8c-c84b-4376-bcfb-e8c6fd16c1ad,6
585cb327-2768-4ae3-97e0-74d05af4628a,1
43c7b093-5ec4-4806-a01b-8e197ed9af15,5
87e058ec-cd5e-4010-acc0-69afc96f129e,9
6437f7be-e9f2-46af-a2df-d6dd6c2a2f0a,2
a69cd104-c0bd-48e0-81e5-65cab455efb2,6
77d465ad-a225-4081-9554-96b38023c266,6
58d16be7-7cf3-4490-af0f-e19f8748b10c,13
e7b36114-7849-4717-93a9-7aba5e826868,1
79243f70-7ec7-420a-9ac8-8ee8cfc1c4ad,11
f63e3934-31fc-44e7-8b20-7e3e4e1d750a,9
0f38e359-996e-44fd-885d-e07655960995,1
cd3e60e7-9f17-4179-b192-235e55b54217,5
2e1ce86d-0935-4b1d-96c2-b66724b40cb3,2
ccfb615f-d9e4-4521-b136-b91e5b65341d,1
b9e84a22-c271-4f9f-87b1-753f6edc1fb7,2
e547800b-4962-4b31-86fc-f67982a9f188,3
dc5018bd-e90d-45f3-9cd0-b288bd92f039,15
a66984f5-6a4c-4288-afc1-337d3b31d20b,4
b7ecaf44-e821-4782-83c3-3095bb65e3e7,3
b7b21682-030f-4051-a9d5-3d642620d1d4,3
520b6fdf-e01e-4dfb-9351-77405a1686d6,4
a618f6cb-32d1-48a1-b741-56d7a337bcdf,3
2b51b41a-3f7e-4947-9295-9591420f6153,11
0a281220-7eed-47f2-b098-b3c242921a40,5
5c70a9a4-9868-4bf8-bc03-515304cd1e63,1
de57a2d4-3b27-4fec-882c-d2a370cb181c,15
e544b55d-741c-4dce-86a6-9865d1b1fbd0,5
8d1d0637-ad28-4227-8da0-74da051af6eb,1
921e0201-5a7a-4a56-8604-40e89a93aa0d,2
dea6071d-4cd6-423c-be2f-bca5097aad2c,6
9a469373-0d20-49ce-b53b-8f006ca5237e,10
1914bd9d-2267-4b78-819b-b27643ff15da,3
1ff469c9-3934-43a7-842f-4e4e022b80f2,17
98ab79aa-90fa-4e00-970f-e09203f4509e,10
63802328-7dff-4379-9503-4d3e1e743cbd,2
d70a4efc-9d9c-415f-87b1-bf976cd57ba8,5
299214d9-cf73-40ba-9100-bbef0160eb08,5
857e7d8b-7d2c-45d1-9932-0e8adde38df4,13
5aaff9e6-2b16-485b-ad2b-b94469a15d36,17
32001375-22c8-411c-a358-3281043e3998,3
df4ba590-986e-4ecf-9ab4-5140df983dbe,11
32c0b396-511b-4295-a2c5-ec1f92b42214,2
88253908-cb37-4f15-b62d-4ed1d114fed9,13
bfaa5f14-f4af-4bad-8811-c0b7eca73eab,3
886d5bcb-5675-44a6-a2ef-04c6dc16e820,3
309aeb4b-ac8c-42eb-9707-5a247a678f8f,3
0f083cb9-97c0-45eb-8e26-d963820828db,3
a8aa2583-0735-44df-8a40-7e0f62c9dd72,3
48167f6d-5cf7-4425-a8f6-ccd44f5c5667,12
811542f4-58bf-44db-8537-50ac285c46f1,26
20c5567b-9aa8-4cd0-b5dc-8fe5c58177cc,7
1ee360c2-041c-4c29-80fb-19ba05bcf54f,9
3839ab0b-1133-4572-b9de-fba7d7465908,2
315a8ff4-29a9-466b-b89e-04aaa750c265,10
c4cec498-8e9b-4c76-bc29-4eadb8c7e8d6,1
39d220f9-cea0-485f-99ed-cb642792fc0c,4
3af84132-c608-4c48-bf4d-4ba927795726,8
