5f0276e7-898b-4d5b-9340-121fd23d3e99,2017-08-03 00:25:16.345+0000,868c652f-99e9-4efb-a50d-e6d13b93cae6,Honest Trailers - Zootopia,//img.youtube.com/vi/JOIjmLw0iQc/hqdefault.jpg
5f0276e7-898b-4d5b-9340-121fd23d3e99,2017-08-03 00:22:14.510+0000,a09db4d4-f4b5-4a52-8841-8aee62359bef,Entity Framework Relationships Code First,//img.youtube.com/vi/WjbWwn3dHLk/hqdefault.jpg
783eb316-7fd6-4e97-bb74-cc169af52e04,2017-08-03 00:18:29.584+0000,88e6ec8a-ed7e-4610-b02a-eb75c5a8c6e1,How to Make a French 75,//img.youtube.com/vi/ROc3Dh8xcvQ/hqdefault.jpg
5cb52b35-6967-4452-8c00-a6b3a9af11be,2017-08-03 00:08:45.061+0000,ebfcf1b0-3e11-46c0-966b-7b11ac0f4f83,MOVIE FIGHTS CHAMPIONSHIP! - E.T. vs Jaws - LIVE!,//img.youtube.com/vi/Jh_xTqrna9s/hqdefault.jpg
5cb52b35-6967-4452-8c00-a6b3a9af11be,2017-08-02 22:57:02.757+0000,a9b45503-4568-4404-8db0-e288ccbb46fc,The Book of Henry Trailer #1 (2017) | Movieclips Trailers,//img.youtube.com/vi/Dz8R2xxeyaA/hqdefault.jpg
ce4054db-04c6-4454-8b68-c715cb46d805,2017-08-03 00:21:45.646+0000,b2e417dc-c72f-4030-a139-f2ae58374da2,Hexdigits Founder and Azure MVP on Open Source,//img.youtube.com/vi/SoUs7CT7yWU/hqdefault.jpg
ce4054db-04c6-4454-8b68-c715cb46d805,2017-08-03 00:16:41.357+0000,daebc4de-8138-4ca7-a6ae-1c917230eb30,Honest Trailers - Moana,//img.youtube.com/vi/R9ct8VLK95Q/hqdefault.jpg
ce4054db-04c6-4454-8b68-c715cb46d805,2017-08-02 22:50:01.878+0000,0075d154-d7ac-40e1-aee3-21d3e24eb699,Thank You for Your Service Trailer #1 (2017) | Movieclips Trailers,//img.youtube.com/vi/50LQGcb5knE/hqdefault.jpg
c7d8b562-4bf8-44ea-b295-7f17a9969628,2017-08-03 01:34:06.132+0000,cb0d26fd-d0aa-487c-9eec-b6d9ecad7fbd,Affine Transformations and Translation,//img.youtube.com/vi/LfQ9ajwAa0I/hqdefault.jpg
c7d8b562-4bf8-44ea-b295-7f17a9969628,2017-08-03 00:54:17.705+0000,16e96a95-3544-464c-9f4c-f7ded7964e19,The Best Cauliflower Cheese | Jamie Oliver,//img.youtube.com/vi/lpUtXhZm9fE/hqdefault.jpg
