cd89eb10-216c-4c17-a48b-a209a26eff13,2017-08-02 23:23:35.400+0000,"Learn more about HealthCheck for Azure: https://aka.ms/healthcheckazure. Join Vince Fournier, Chief Innovation Officer, and Paul O'Doherty, Director of Cloud ...",hLJ0Imit6ic,0,BitTitan and Onyx on Azures Business Friendliness,//img.youtube.com/vi/hLJ0Imit6ic/hqdefault.jpg,"{'azure', 'cloud'}",3e0c7f5f-8f23-4325-8f57-48f50ff670b5
4fda6c80-5c01-48db-87ff-d9ce6028dad8,2017-08-03 01:06:21.376+0000,In this video watch the Funny Cat Videos TRY NOT TO LAUGH OR GRIN Vines Compilation 2017 - Funny Cat Fails. Check out these funny videos of funny cats.,F01ChesOR4E,0,Funny Cat Videos TRY NOT TO LAUGH OR GRIN Vines Compilation 2017 - Funny Cat Fails,//img.youtube.com/vi/F01ChesOR4E/hqdefault.jpg,"{'cat', 'funny'}",8d332273-9ce0-4191-908e-4657f6a128bd
0202175d-cce0-448d-bb49-4b3e4074d4a3,2017-08-03 01:12:07.202+0000,"Jason says the trick to relationship bliss is all about being forceful, like \"Woman! Here!\" More CONAN @ http://teamcoco.com/video Team Coco is the official ...",VG4Y3fLxLQg,0,Jason Momoa: Khal Drogo Can Improve Your Love Life,//img.youtube.com/vi/VG4Y3fLxLQg/hqdefault.jpg,{'conan'},37b5b594-fc22-4cc2-b3e7-eff694cd43dc
873b710a-e718-48b0-9cdb-e2e53a45c1af,2017-08-03 00:23:04.354+0000,"SQL Server is all about acceleration at Microsoft's Data Driven event. Matthew Roche, Sr Program Manager, is ready for the transformation. Watch live online ...",7X749AYLchI,0,SQL Server Countdown: 7 Days Until Data Driven,//img.youtube.com/vi/7X749AYLchI/hqdefault.jpg,{'microsoft'},a74b546d-6a78-47d8-bca9-989799499386
fcc007bd-f415-4277-a985-d92e7078f6c8,2017-08-02 23:11:13.450+0000,"Get Tickets - http://www.fandango.com/arrival_194802/movieoverview?cmp=MCYT_YouTube_Desc Starring: Amy Adams, Jeremy Renner, and Forest Whitaker ...",AMgyWT075KY,0,Arrival Official Trailer 1 (2016) - Amy Adams Movie,//img.youtube.com/vi/AMgyWT075KY/hqdefault.jpg,"{'movie', 'trailer'}",a5427829-f1cc-45bb-a0bf-638276c77730
26917ca6-d21c-40f3-8013-273d5c8d3578,2017-08-03 00:38:11.224+0000,A quick video on the proper technique for forming and folding Japanese-style fried dumplings (gyoza),9uzGezdkuso,0,How to Fold Japanese-style Gyoza,//img.youtube.com/vi/9uzGezdkuso/hqdefault.jpg,,3b603236-f50c-4b74-8e99-99d40c132ece
a08848eb-98d5-4ca6-9d75-a6d3e42f81a4,2017-08-03 00:10:29.520+0000,Subscribe to TRAILERS: http://bit.ly/sxaw6h Subscribe to COMING SOON: http://bit.ly/H2vZUn Like us on FACEBOOK: http://goo.gl/dHs73 The Signal Official ...,gwgfeR2pMuE,0,"The Signal Official Trailer #1 (2014) - Laurence Fishburne, Brenton Thwaites Movie HD",//img.youtube.com/vi/gwgfeR2pMuE/hqdefault.jpg,"{'movie', 'trailer'}",4c8022d0-2ab8-45d3-815f-c55ed4b3a919
fa62a789-b88e-4009-b5b3-0d2d3f5f0303,2017-08-03 00:55:40.169+0000,"Forget the beef burger, this time it's all about the tuna burger and DJ BBQ has an Asian inspired recipe that's simply divine! Generous patties made from ...",_OTZXzO5Ilc,0,Ultimate Tuna Burger | DJ BBQ,//img.youtube.com/vi/_OTZXzO5Ilc/hqdefault.jpg,,e526bf4f-5874-4ebe-9ac7-5a5cc796934b
d296f2cc-5ba6-41ea-9dea-890646fc3b73,2017-08-02 23:00:44.899+0000,"We know you want more Key & Peele -- indulge in the ultimate sketch experience with curated collections, GIFs, memes and an illustrated dictionary. Nooice! http://on.cc.com/1RNbs9n\n \nVan and Mike express their disappointment in a scene that features too much laughing.",ZE8MSHrPZQ8,0,Critiquer's Corner - Manly Tears - Uncensored,//img.youtube.com/vi/ZE8MSHrPZQ8/hqdefault.jpg,,e61cfd0a-54e0-436b-86b9-c872b08dd398
37fc42a6-01bb-49c9-8d32-ef71a1800b35,2017-08-02 22:50:17.182+0000,"We know you want more Key & Peele -- indulge in the ultimate sketch experience with curated collections, GIFs, memes and an illustrated dictionary. Nooice! http://on.cc.com/1RNbs9n\n\nThe survivors of an alien invasion come up with a way to tell whether someone is really a fellow human.\"",DWO1pkHgrBM,0,Key & Peele - Alien Imposters,//img.youtube.com/vi/DWO1pkHgrBM/hqdefault.jpg,,dad73718-eb96-4c8d-9984-0bd84d99c5b6
47255d28-e7a5-423f-b0c5-a3218d32c8fd,2017-08-02 23:13:05.493+0000,"Starring: Dwayne Johnson, Alan Tudyk, Auli'i Cravalho Moana Official Trailer - Japanese Teaser (2016) - Dwayne Johnson Movie A young woman uses her ...",GBPymoyCjjc,0,Moana Official Trailer - Japanese Teaser (2016) - Dwayne Johnson Movie,//img.youtube.com/vi/GBPymoyCjjc/hqdefault.jpg,"{'movie', 'trailer'}",aabaf425-6ad4-463d-af05-df3208a22495
b28fbc8b-c9b2-4db1-afb9-da8ffb03bedf,2017-08-03 00:39:00.405+0000,Funny Cats Funny Animals Funny Funny pranks funny videos.,RBTK3kyqyTo,0,Funny Cats Better Than Funny Pranks Funny Cat Videos,//img.youtube.com/vi/RBTK3kyqyTo/hqdefault.jpg,"{'cat', 'funny'}",f17e8ff2-d540-4433-a688-645abec866f1
cbd48536-1521-4fdb-bfa1-ad7da583483e,2017-08-03 01:28:49.865+0000,"(PP) Contains product placement. Check out this Turkey Banh Mi - the perfect recipe for the day after Christmas! Warm baguette, spread with pate, then filled ...",Jc8dThmo5T8,0,Jamie's Ultimate Leftover Turkey Sandwich,//img.youtube.com/vi/Jc8dThmo5T8/hqdefault.jpg,,58e088e6-c27f-45f9-a98a-e4f7b3448e01
72191306-1e7e-43bd-b22a-21af01523e47,2017-08-03 00:34:35.868+0000,Become a Screen Junkie! ▻▻ http://bit.ly/sjsubscr Watch more Honest Trailers ▻▻ http://bit.ly/HonestTrailerPlaylist Guardians of the Galaxy ruled the summer ...,dOyJqGtP-wU,0,Honest Trailers - Guardians of the Galaxy,//img.youtube.com/vi/dOyJqGtP-wU/hqdefault.jpg,{'trailer'},a9d318bf-0e91-4348-b891-f6ef65a8e89c
c802a565-6de1-48b5-933a-c1a34bcd3aaa,2017-08-02 23:16:07.866+0000,"Julia White shares insight into the trends and discussions happening at Gartner Symposium EMEA, one of the largest gatherings of CIOs and senior IT decision ...",8KHijhlPPno,0,Julia White's trends from Gartner Symposium EMEA,//img.youtube.com/vi/8KHijhlPPno/hqdefault.jpg,,56013e35-8103-4cae-aa07-8d56a61691d3
33a066ae-4698-4ead-8aca-fe2fe7483e63,2017-08-03 00:09:41.156+0000,Jacob was on the subway when a fellow passenger used colorful language to express their enthusiasm for his \"Game of Thrones\" character. More CONAN ...,Oizh7iS88oc,0,Jacob Anderson's Encounter With An Enthusiastic Grey Worm Fan  - CONAN on TBS,//img.youtube.com/vi/Oizh7iS88oc/hqdefault.jpg,{'conan'},7a5810d4-19e5-43c5-9ccc-14d8f19bdb57
633e4670-93d7-492a-9e87-8b609df6da79,2017-08-02 23:11:19.566+0000,Funny cat compilation. Some of the funniest cats and cutest kittens ever!,R7F4wtBhDoY,0,NonStop Cat Fails | Funny Cat Videos | Cats being stupid | Funny Cats 2016,//img.youtube.com/vi/R7F4wtBhDoY/hqdefault.jpg,"{'cat', 'funny'}",d858dd72-8760-45c5-aa03-de307161c6e1
27507b72-4dc3-4aeb-a2b2-a0a8164c8950,2017-08-02 22:20:25.280+0000,"The video introduces the view to the integration points between Cloud App Security and Azure Information Protection that exist today, and covers what ...",k7BSEYYLUnU,0,MCAS + AIP Integrations,//img.youtube.com/vi/k7BSEYYLUnU/hqdefault.jpg,"{'azure', 'cloud'}",be076d5c-42f9-4a9f-9d4f-d2d68c435466
41ec6fe6-b770-4e34-90cb-c64867aad55a,2017-08-02 22:26:00.574+0000,http://grumpycats.com http://twitter.com/realgrumpycat http://facebook.com/theofficialgrumpycat http://instagram.com/realgrumpycat ...,Tjt00VUt5HI,0,Grumpy Cat taking a water break!,//img.youtube.com/vi/Tjt00VUt5HI/hqdefault.jpg,{'grumpy cat'},046227b6-892e-40ac-bb08-f1a2416173bd
32d6c5c3-d6d3-43f8-abcb-d4e015db007d,2017-08-03 00:11:24.776+0000,Discussing testing algorithms at a silicon valley level. Facebook: http://facebook.com/ComputerScienceVideos Google+: https://plus.google.com/u/JamieKingCS ...,zhviN1NWcXM,0,Algorithm Testing,//img.youtube.com/vi/zhviN1NWcXM/hqdefault.jpg,,584389b1-943b-4b68-87a1-5bafa6705c28
fb9a5725-5989-4235-89ee-e4d3c223461a,2017-08-03 00:13:22.750+0000,"Learn how OMS security and compliance solution can give you a centralized view on the security state of your IT environment, including threats and missing ...",Hzh50_3euw4,0,Operations Management Suite Security and Compliance,//img.youtube.com/vi/Hzh50_3euw4/hqdefault.jpg,,2f5d5463-1d10-4562-8103-cbd7ecb42c6f
c6ee0c57-d5c9-439a-97d8-530a6030e0db,2017-08-03 00:42:48.926+0000,"The Craft Beer boys have hooked up with DJ BBQ to bring you this melt in the mouth steak and ale pie recipe. Juicy, tender beef, chunky veg and plump pearl ...",aL8Yn7JruQI,0,Steak & Ale Pie | DJ BBQ & Craft Beer Channel,//img.youtube.com/vi/aL8Yn7JruQI/hqdefault.jpg,,21a1653b-88a8-4d68-8b91-ec6785044819
c9dad7aa-fe4f-4d30-9fe4-0ddc5e318299,2017-08-02 23:22:20.135+0000,Chris Anderson with Azure functions and getting started. No more scaling.,Vv-IYKu5Ztg,0,Azure Functions and the Evolution of Web Jobs,//img.youtube.com/vi/Vv-IYKu5Ztg/hqdefault.jpg,{'azure'},df5599f2-70ad-426b-addb-48f43e0a618f
27930357-2815-4900-a2e3-7f4ef6d84b13,2017-08-03 00:34:58.127+0000,"Become a Screen Junkie! ▻▻ http://bit.ly/sjsubscr Watch more Honest Trailers ▻▻ http://bit.ly/HonestTrailerPlaylist Relive this summer's dark, depressing fairy ...",y5ISvHxTjYc,0,Honest Trailers - Maleficent,//img.youtube.com/vi/y5ISvHxTjYc/hqdefault.jpg,{'trailer'},ac041b2f-ab78-4c07-a62b-0b2c9ee6deb3
ad56a985-515e-4e55-9ead-0e8ac5d640ed,2017-08-02 22:20:00.157+0000,"Today, Brad wraps up his conversation with Michele Bustamante, the CIO and co-founder of the software consulting firm Soliance. Brad and Michele talk about ...",XEZ5LJOu_5M,0,"Brad Anderson's Lunch Break / s5 e8 / Michele Bustamante, CIO, Soliance (part 2)",//img.youtube.com/vi/XEZ5LJOu_5M/hqdefault.jpg,,2872d605-5121-4a6d-bd46-4debec817f43
22c4798c-fae4-45b6-8196-23cb67a29b4e,2017-08-03 00:16:25.747+0000,"The \"Bright\" cast bonded over \"Heels On,\" a sexually explicit reggae song that Noomi always had on repeat. More CONAN @ http://teamcoco.com/video Team ...",UEqWJsmVADw,0,Noomi Rapace's Filthy Favorite Song  - CONAN on TBS,//img.youtube.com/vi/UEqWJsmVADw/hqdefault.jpg,{'conan'},7e8febaf-5acc-413f-93bf-95b175cea718
29626305-b91a-4377-89f6-1da5e3ade14d,2017-08-02 22:26:40.723+0000,Connect all of the apps and services that your business relies on with Azure Logic Apps. Automate many of the workflows that you have in place without writing a ...,aFRYCPdOxeM,0,Introduction to Azure Logic Apps,//img.youtube.com/vi/aFRYCPdOxeM/hqdefault.jpg,{'azure'},66acdb5f-aac9-4cf7-be6f-f85f7f5c4d7b
