cd89eb10-216c-4c17-a48b-a209a26eff13,7,27
873b710a-e718-48b0-9cdb-e2e53a45c1af,1,1
fcc007bd-f415-4277-a985-d92e7078f6c8,2,7
26917ca6-d21c-40f3-8013-273d5c8d3578,7,22
a08848eb-98d5-4ca6-9d75-a6d3e42f81a4,4,15
fa62a789-b88e-4009-b5b3-0d2d3f5f0303,9,23
d296f2cc-5ba6-41ea-9dea-890646fc3b73,19,65
37fc42a6-01bb-49c9-8d32-ef71a1800b35,13,34
47255d28-e7a5-423f-b0c5-a3218d32c8fd,13,53
b28fbc8b-c9b2-4db1-afb9-da8ffb03bedf,5,14
72191306-1e7e-43bd-b22a-21af01523e47,1,1
c802a565-6de1-48b5-933a-c1a34bcd3aaa,1,5
27507b72-4dc3-4aeb-a2b2-a0a8164c8950,24,67
41ec6fe6-b770-4e34-90cb-c64867aad55a,3,9
fb9a5725-5989-4235-89ee-e4d3c223461a,2,8
c6ee0c57-d5c9-439a-97d8-530a6030e0db,1,4
ad56a985-515e-4e55-9ead-0e8ac5d640ed,5,16
22c4798c-fae4-45b6-8196-23cb67a29b4e,2,3
7782373f-f1ef-41bf-bf5c-4adf1c8ca371,11,35
7f3d228e-8431-4c0d-a39b-fab38c808d3b,4,10
336b35b3-249f-4f61-9230-80e997c8c57c,1,4
170a1c67-f6a2-4900-b448-081e36980faa,8,25
24fdf1e8-afce-4207-8e5d-d98dc128bc82,1,1
2cd7ee0f-da68-45fa-a495-e88b73bf78a1,2,7
487b20f1-8ed5-4de2-b9da-013f5901e2ae,2,5
19608767-027d-4261-b541-4e2d8aa161bf,1,5
5e5a52a8-5b5b-4cfd-8871-9090f6b699d8,1,2
5aa6f90a-ab95-4196-94b1-47bb1dcf9bc6,15,57
005cfcb4-4d01-4158-a82b-885e7a172c77,11,35
faef028c-5563-435f-91b1-6f53b3cb51f7,1,5
d38eb412-29c9-412f-bbc3-37576195be5e,4,11
b06761fb-6e6c-45af-99e6-eec03828efe1,6,15
b2a62951-9b54-477b-8e69-b4665c50a593,3,11
4732a306-992a-4d53-a438-73721972f723,1,5
43a852da-785d-4b55-9c10-bcfba6ab9c28,1,4
46eec56f-221a-4d97-b628-c488ba744c49,3,11
98867836-6096-4c79-89f5-a70042d914c4,2,3
58167f8a-16aa-4a58-b85f-cdcaea58662d,3,9
d543f104-1021-4ae7-b2f8-cef2f5099d1f,15,40
6801fef7-22d3-43d2-9c1e-f447bf40b970,6,15
8808f7d4-7bdf-4742-bc8c-e6b915183802,2,3
37452b41-a808-479b-a832-e2886ff94197,4,14
4f9da1ea-3e4c-42bc-baee-74b900eb0181,3,8
47a952aa-9233-47d7-9b6a-7e16b71ca24d,6,14
3dfa85de-8158-4f33-91ce-4d83e160b3f2,1,2
a7e89ba2-b77b-4b92-b966-1ff5988e422b,1,1
ca690694-ba23-4b77-8f37-4bc94ef806f0,2,8
0aebfe6a-3a53-4447-85b6-68b49644bfb1,11,36
a83c5c01-212d-4ad7-879a-3e992e4a5720,2,5
49d342df-1c59-4ecd-86ed-b7f857aed68f,5,15
499276e7-c00f-4ff3-b749-be0aa5c4994e,3,7
b5231918-997a-4aa2-b3b1-7364a9c4b2a0,1,4
030aff89-fec9-4fcb-b9d9-4302da47cab5,2,5
c2c3f2c3-92f8-484a-8e68-eaa754c4942f,2,6
ad4498d9-b4d9-415c-8d34-2091263201ec,1,5
dfb8a5ca-008f-4629-a203-dbe73f0cd2f0,12,34
65bb41b3-e309-4ce9-b16b-43f163d9b9ad,3,13
bac49ea4-b5e5-405c-a8fe-c24c5d9eb741,1,1
8af5f6e4-32f7-4141-a205-5562e32abac7,2,6
0b411240-083c-4680-9526-5714779fffca,3,8
cd2ab313-9f28-4fd7-884f-c6f7d7ac214d,6,10
09b6e98b-c624-4458-b94f-b18ade4e912a,16,52
7a301284-59ea-40e2-945c-7a1227933046,2,10
49ad14d9-6a0c-4536-832b-b3f7ad1b4c2c,2,9
a3da3949-4957-49ad-a729-98823155ffad,8,24
87cdb914-b7ef-4439-973d-3dd4cf540724,3,6
278bd1b2-ae27-4180-bef6-1d83c41b806d,6,18
335b7031-72b9-4c18-aec9-24c5f8d7cb2f,2,5
8c6c507c-b915-422a-84af-6af99eae87cd,1,4
76db6cc3-52d0-4f08-a383-d163914763bc,2,10
6f1492b2-fc90-4153-acc9-630ef13cd307,11,30
db0db648-01ff-4772-a177-ed3ec8195eff,8,20
f09b6d95-7c4f-49a8-b87e-ef232e106ee5,2,3
8f3a8ed0-97d3-49a0-9485-b8a659730a3e,5,12
034b75fe-9e58-4136-b9dc-966e9d09fc89,2,6
e65b9bc3-582f-44ed-9295-fe2c9868fbd6,4,9
d1118c53-edf3-453c-a52a-c8164146c8c3,30,99
